image_idx,diagram_type,type_confidence,visual_complexity,color_entropy,text_density,spatial_layout,enrichment,specific_num_nodes,specific_num_edges,specific_graph_density,specific_avg_node_degree,specific_is_connected,original_caption,enriched_caption,specific_num_segments,specific_has_labels,specific_is_donut,specific_color_coded,specific_num_shapes,specific_num_lines,specific_has_structure,specific_dominant_feature
252,network_graph,0.8,0.36249707943674725,0.60519165,0.23728813559322035,networked,"Network graph with 180 nodes and 254 edges, density 0.02",180.0,254.0,0.015766604593420237,2.8222222222222224,True,"Learning Styles Model, Circular Diagram, elements: Four quadrants labeled: Accommodative (top left), Diverging (top right), Convergent (bottom left), and Assimilating (bottom right). Each quadrant includes key concepts: Accommodative - Active Experimentation and Concrete Experience; Diverging - Concrete Experience and Reflective Observation; Convergent - Abstract Conceptualization and Active Experimentation; Assimilating - Reflective Observation and Abstract Conceptualization.","Learning Styles Model, Circular Diagram, elements: Four quadrants labeled: Accommodative (top left), Diverging (top right), Convergent (bottom left), and Assimilating (bottom right). Each quadrant includes key concepts: Accommodative - Active Experimentation and Concrete Experience; Diverging - Concrete Experience and Reflective Observation; Convergent - Abstract Conceptualization and Active Experimentation; Assimilating - Reflective Observation and Abstract Conceptualization. [Visual Analysis: Network graph with 180 nodes and 254 edges, density 0.02]",,,,,,,,
253,network_graph,0.8,0.8617148736920553,0.8215106,0.30035335689045933,networked,"Network graph with 344 nodes and 832 edges, density 0.01",344.0,832.0,0.014102651027188284,4.837209302325581,True,"Behaviorism in Psychology, , elements: Definition section explaining behaviorism's focus on observable behavior and environmental factors, and examples illustrating study rewards and animal training applications.","Behaviorism in Psychology, , elements: Definition section explaining behaviorism's focus on observable behavior and environmental factors, and examples illustrating study rewards and animal training applications. [Visual Analysis: Network graph with 344 nodes and 832 edges, density 0.01]",,,,,,,,
254,network_graph,0.8,0.3277949821222985,0.548685,0.17857142857142858,networked,"Network graph with 186 nodes and 271 edges, density 0.02",186.0,271.0,0.015751235106073815,2.913978494623656,True,"VARK Learning Model, Grid, elements: Four quadrants each labeled: 'V' for Visual, 'A' for Aural, 'R' for Read/Write, and 'K' for Kinesthetic, with brief descriptions of learning preferences for each type.","VARK Learning Model, Grid, elements: Four quadrants each labeled: 'V' for Visual, 'A' for Aural, 'R' for Read/Write, and 'K' for Kinesthetic, with brief descriptions of learning preferences for each type. [Visual Analysis: Network graph with 186 nodes and 271 edges, density 0.02]",,,,,,,,
255,pie_chart,0.9,0.08411214527622728,0.11151802,0.004722921914357682,radial,"Pie chart with 13 segments, unlabeled",,,,,,"Cartoon Character with Idea, , elements: Single cartoon character with a large head and a raised finger, dressed in a blue suit and red tie, indicating a moment of realization or idea.","Cartoon Character with Idea, , elements: Single cartoon character with a large head and a raised finger, dressed in a blue suit and red tie, indicating a moment of realization or idea. [Visual Analysis: Pie chart with 13 segments, unlabeled]",13.0,False,True,False,,,,
256,pie_chart,0.9,0.26767132817579264,0.39398655,0.5555555555555556,radial,"Pie chart with 18 segments, labeled",,,,,,"AI Defect Detection Capabilities, Circular Diagram, elements: Central circle labeled 'What AI Defect Detection Is Capable Of?' with eight surrounding elements displaying various types of defects, such as 'Incorrect dimensions or shape,' 'Scratches or blemishes on the surface of a product,' 'Variations in color or texture,' 'Incorrect assembly or missing parts,' 'Missing or incorrect labels or markings,' 'Incorrectly applied finishes or coatings,' and 'Stains or contaminants on the surface of a product.'","AI Defect Detection Capabilities, Circular Diagram, elements: Central circle labeled 'What AI Defect Detection Is Capable Of?' with eight surrounding elements displaying various types of defects, such as 'Incorrect dimensions or shape,' 'Scratches or blemishes on the surface of a product,' 'Variations in color or texture,' 'Incorrect assembly or missing parts,' 'Missing or incorrect labels or markings,' 'Incorrectly applied finishes or coatings,' and 'Stains or contaminants on the surface of a product.' [Visual Analysis: Pie chart with 18 segments, labeled]",18.0,True,True,True,,,,
257,pie_chart,0.9,0.3938628799987184,0.42901623,0.5416666666666666,radial,"Pie chart with 18 segments, labeled",,,,,,"Kohlberg's Theory of Moral Development, Table, elements: Three levels (Preconventional, Conventional, Postconventional) with associated stages and descriptions listed in a grid format.","Kohlberg's Theory of Moral Development, Table, elements: Three levels (Preconventional, Conventional, Postconventional) with associated stages and descriptions listed in a grid format. [Visual Analysis: Pie chart with 18 segments, labeled]",18.0,True,True,True,,,,
258,network_graph,0.8,0.2266594526613282,0.35726786,0.3237704918032787,networked,"Network graph with 55 nodes and 114 edges, density 0.08",55.0,114.0,0.07676767676767676,4.1454545454545455,True,"Software Development Life Cycle, Flow Diagram, elements: Sequential phases labeled: Analysis, Design, Development, Testing, Deployment, Maintenance, with roles listed under each phase.","Software Development Life Cycle, Flow Diagram, elements: Sequential phases labeled: Analysis, Design, Development, Testing, Deployment, Maintenance, with roles listed under each phase. [Visual Analysis: Network graph with 55 nodes and 114 edges, density 0.08]",,,,,,,,
259,network_graph,0.8,0.6753031180512135,0.75805736,0.3880549010285203,networked,"Network graph with 214 nodes and 497 edges, density 0.02",214.0,497.0,0.021806853582554516,4.644859813084112,True,"The Big Five Personality Traits, Table, elements: Table divided into five rows for each personality trait: Openness to Experience, Conscientiousness, Extraversion, Agreeableness, and Neuroticism, with low and high score descriptions listed for each trait.","The Big Five Personality Traits, Table, elements: Table divided into five rows for each personality trait: Openness to Experience, Conscientiousness, Extraversion, Agreeableness, and Neuroticism, with low and high score descriptions listed for each trait. [Visual Analysis: Network graph with 214 nodes and 497 edges, density 0.02]",,,,,,,,
260,network_graph,0.8,0.24282391575851453,0.4292166,0.11278195488721804,networked,"Network graph with 140 nodes and 168 edges, density 0.02",140.0,168.0,0.017266187050359712,2.4,True,"Multiple Intelligences, , elements: Eight icons representing different types of intelligences: Visual-Spatial, Linguistic-Verbal, Interpersonal, Intrapersonal, Logical-Mathematical, Musical, Bodily-Kinesthetic, and Naturalistic.","Multiple Intelligences, , elements: Eight icons representing different types of intelligences: Visual-Spatial, Linguistic-Verbal, Interpersonal, Intrapersonal, Logical-Mathematical, Musical, Bodily-Kinesthetic, and Naturalistic. [Visual Analysis: Network graph with 140 nodes and 168 edges, density 0.02]",,,,,,,,
261,pie_chart,0.9,0.544894247274777,0.9027991,0.4748233215547703,radial,"Pie chart with 18 segments, labeled",,,,,,"5 Stages of the Consumer Decision-Making Process, List, elements: Five stages numbered 01 to 05, each labeled: Awareness - Need Recognition, Research - Search for Information, Coordination - Evaluation of Alternatives, Conversion - Purchase Decision, Re-Purchase - Post-Purchase Evaluation, with a consistent green background.","5 Stages of the Consumer Decision-Making Process, List, elements: Five stages numbered 01 to 05, each labeled: Awareness - Need Recognition, Research - Search for Information, Coordination - Evaluation of Alternatives, Conversion - Purchase Decision, Re-Purchase - Post-Purchase Evaluation, with a consistent green background. [Visual Analysis: Pie chart with 18 segments, labeled]",18.0,True,True,True,,,,
262,network_graph,0.8,0.2370523388647097,0.6307641,0.075,networked,"Network graph with 96 nodes and 231 edges, density 0.05",96.0,231.0,0.0506578947368421,4.8125,True,"Herzberg's Two-Factor Theory of Motivation, Circular Diagram, elements: Center circle with 'Herzberg's two factor theory' label. Two arrows pointing up and down, indicating 'Poor hygiene factors' on the left (decreasing job satisfaction) and 'Motivating factors' on the right (increasing job satisfaction).","Herzberg's Two-Factor Theory of Motivation, Circular Diagram, elements: Center circle with 'Herzberg's two factor theory' label. Two arrows pointing up and down, indicating 'Poor hygiene factors' on the left (decreasing job satisfaction) and 'Motivating factors' on the right (increasing job satisfaction). [Visual Analysis: Network graph with 96 nodes and 231 edges, density 0.05]",,,,,,,,
263,pie_chart,0.9,0.26288929390136634,0.28216147,0.4861111111111111,radial,"Pie chart with 18 segments, labeled",,,,,,"Feedback Loop in Agile Iteration Management, Flow Diagram, elements: Sequential steps showing 'Manage the backlog', 'Plan an iteration', 'Run an iteration', and 'Deploy to stakeholders'. Circular feedback loop involving 'Daily cycles', 'Stakeholder gives feedback', and actions to 'Ask for feedback' and 'Feedback incorporated'.","Feedback Loop in Agile Iteration Management, Flow Diagram, elements: Sequential steps showing 'Manage the backlog', 'Plan an iteration', 'Run an iteration', and 'Deploy to stakeholders'. Circular feedback loop involving 'Daily cycles', 'Stakeholder gives feedback', and actions to 'Ask for feedback' and 'Feedback incorporated'. [Visual Analysis: Pie chart with 18 segments, labeled]",18.0,True,True,False,,,,
264,network_graph,0.8,0.23985047562696205,0.5149448,0.04722222222222222,networked,"Network graph with 74 nodes and 124 edges, density 0.05",74.0,124.0,0.04590892262125139,3.3513513513513513,True,"Abstraction of Person and Job, Flowchart, elements: Top section titled 'Abstraction' with two main boxes labeled 'Person' and 'Job'. The 'Person' box includes elements: first name, last name, skills, job, with arrows pointing to names (Viktor, John, Roger). The 'Job' box includes elements: company, position, salary, with arrows leading to roles (Developer, Tennis player).","Abstraction of Person and Job, Flowchart, elements: Top section titled 'Abstraction' with two main boxes labeled 'Person' and 'Job'. The 'Person' box includes elements: first name, last name, skills, job, with arrows pointing to names (Viktor, John, Roger). The 'Job' box includes elements: company, position, salary, with arrows leading to roles (Developer, Tennis player). [Visual Analysis: Network graph with 74 nodes and 124 edges, density 0.05]",,,,,,,,
265,network_graph,0.8,0.2171430666837414,0.7608967,0.09743875278396437,networked,"Network graph with 55 nodes and 74 edges, density 0.05",55.0,74.0,0.04983164983164983,2.690909090909091,True,"Maslow's Hierarchy of Needs, Pyramid Diagram, elements: Pyramid structure with five levels: Physiological at the base, followed by Safety, Social, Esteem, and Self-Actualization at the top, indicating increasing complexity of needs.","Maslow's Hierarchy of Needs, Pyramid Diagram, elements: Pyramid structure with five levels: Physiological at the base, followed by Safety, Social, Esteem, and Self-Actualization at the top, indicating increasing complexity of needs. [Visual Analysis: Network graph with 55 nodes and 74 edges, density 0.05]",,,,,,,,
266,network_graph,0.8,0.20830364275422353,0.41638377,0.026737967914438502,networked,"Network graph with 170 nodes and 134 edges, density 0.01",170.0,134.0,0.00932822833275322,1.576470588235294,False,"PESTEL Analysis, Grid Diagram, elements: Five columns labeled for each factor: Political, Economic, Social, Technological, Environmental, and Legal, with bullet points for key elements under each category.","PESTEL Analysis, Grid Diagram, elements: Five columns labeled for each factor: Political, Economic, Social, Technological, Environmental, and Legal, with bullet points for key elements under each category. [Visual Analysis: Network graph with 170 nodes and 134 edges, density 0.01]",,,,,,,,
267,network_graph,0.8,0.3082354702194351,0.86611176,0.020891364902506964,networked,"Network graph with 61 nodes and 137 edges, density 0.07",61.0,137.0,0.07486338797814207,4.491803278688525,True,"VARK Learning Styles, , elements: Four vertical panels labeled V (Visual), A (Auditory), R (Reading & Writing), K (Kinesthetic), each with a corresponding color and description.","VARK Learning Styles, , elements: Four vertical panels labeled V (Visual), A (Auditory), R (Reading & Writing), K (Kinesthetic), each with a corresponding color and description. [Visual Analysis: Network graph with 61 nodes and 137 edges, density 0.07]",,,,,,,,
268,network_graph,0.8,0.561381892926384,0.60713774,0.29814487632508835,networked,"Network graph with 293 nodes and 455 edges, density 0.01",293.0,455.0,0.010636308382813596,3.10580204778157,True,"Kohlberg's Theory of Moral Development, , elements: Two main sections: Explanation of Kohlberg's theory and a list of six stages of moral development, including 'Obedience/Punishment Orientation' and 'Universal Principles'.","Kohlberg's Theory of Moral Development, , elements: Two main sections: Explanation of Kohlberg's theory and a list of six stages of moral development, including 'Obedience/Punishment Orientation' and 'Universal Principles'. [Visual Analysis: Network graph with 293 nodes and 455 edges, density 0.01]",,,,,,,,
269,network_graph,0.8,0.45307143949634765,0.691669,0.21320093457943926,networked,"Network graph with 165 nodes and 254 edges, density 0.02",165.0,254.0,0.01877309682187731,3.0787878787878786,True,"Herzberg's Motivation - Hygiene Theory, Grid Diagram, elements: Two horizontal rows. Top row labeled 'Motivators' with icons and terms: Achievement, Recognition, The Work Itself, Responsibility, Advancement, Growth. Bottom row labeled 'Demotivators' with icons and terms: Bureaucracy, Relationships, Work Conditions, Status, Salary, Job Security.","Herzberg's Motivation - Hygiene Theory, Grid Diagram, elements: Two horizontal rows. Top row labeled 'Motivators' with icons and terms: Achievement, Recognition, The Work Itself, Responsibility, Advancement, Growth. Bottom row labeled 'Demotivators' with icons and terms: Bureaucracy, Relationships, Work Conditions, Status, Salary, Job Security. [Visual Analysis: Network graph with 165 nodes and 254 edges, density 0.02]",,,,,,,,
270,network_graph,0.8,0.46271523123776187,0.60896623,0.040106951871657755,networked,"Network graph with 256 nodes and 587 edges, density 0.02",256.0,587.0,0.01798406862745098,4.5859375,True,"9 Types of Intelligence, Circular Diagram, elements: Eight circles surrounding a central title, each labeled with a type of intelligence and examples of relevant professions, arranged in a visually appealing layout.","9 Types of Intelligence, Circular Diagram, elements: Eight circles surrounding a central title, each labeled with a type of intelligence and examples of relevant professions, arranged in a visually appealing layout. [Visual Analysis: Network graph with 256 nodes and 587 edges, density 0.02]",,,,,,,,
271,network_graph,0.8,0.25994763333368487,0.48406303,0.03600823045267489,networked,"Network graph with 129 nodes and 101 edges, density 0.01",129.0,101.0,0.012233527131782945,1.565891472868217,False,"PESTELE Analysis, Grid Diagram, elements: Horizontal grid with seven columns labeled: Political, Economic, Social, Technological, Environmental, Legal, and Ethical. Each column features icons representing the respective categories.","PESTELE Analysis, Grid Diagram, elements: Horizontal grid with seven columns labeled: Political, Economic, Social, Technological, Environmental, Legal, and Ethical. Each column features icons representing the respective categories. [Visual Analysis: Network graph with 129 nodes and 101 edges, density 0.01]",,,,,,,,
272,network_graph,0.8,0.3031616690052828,0.5240899,0.0517464424320828,networked,"Network graph with 192 nodes and 285 edges, density 0.02",192.0,285.0,0.015543193717277488,2.96875,True,"Constructivism in Learning, Circular Flow Diagram, elements: Central light bulb plant with text 'Learning is constructed through meaningful real-world experiences.' Surrounded by circular icons representing: Active Engagement, Student Perspective, Student Experience & Background, Student Culture, Student Constructed, and Problem-Solving.","Constructivism in Learning, Circular Flow Diagram, elements: Central light bulb plant with text 'Learning is constructed through meaningful real-world experiences.' Surrounded by circular icons representing: Active Engagement, Student Perspective, Student Experience & Background, Student Culture, Student Constructed, and Problem-Solving. [Visual Analysis: Network graph with 192 nodes and 285 edges, density 0.02]",,,,,,,,
273,network_graph,0.8,0.17169400715286134,0.698982,0.08125,networked,"Network graph with 84 nodes and 126 edges, density 0.04",84.0,126.0,0.03614457831325301,3.0,True,"Social Learning Theory, Venn Diagram, elements: Three overlapping circles labeled 'Behaviour', 'Cognition', and a central figure interacting with puzzle pieces, representing the integration of these concepts around the phrase 'Social learning theory' at the bottom.","Social Learning Theory, Venn Diagram, elements: Three overlapping circles labeled 'Behaviour', 'Cognition', and a central figure interacting with puzzle pieces, representing the integration of these concepts around the phrase 'Social learning theory' at the bottom. [Visual Analysis: Network graph with 84 nodes and 126 edges, density 0.04]",,,,,,,,
274,network_graph,0.8,0.3019085462362083,0.53080654,0.2392947103274559,networked,"Network graph with 191 nodes and 339 edges, density 0.02",191.0,339.0,0.01868283273629099,3.549738219895288,True,"Multiple Intelligences, Circular Diagram, elements: Circle divided into eight segments, each labeled with types of intelligences: Musical, Bodily-Kinesthetic, Interpersonal, Verbal-Linguistic, Logical-Mathematical, Naturalistic, Self Smart, Picture Smart. Center labeled 'MULTIPLE INTELLIGENCES'.","Multiple Intelligences, Circular Diagram, elements: Circle divided into eight segments, each labeled with types of intelligences: Musical, Bodily-Kinesthetic, Interpersonal, Verbal-Linguistic, Logical-Mathematical, Naturalistic, Self Smart, Picture Smart. Center labeled 'MULTIPLE INTELLIGENCES'. [Visual Analysis: Network graph with 191 nodes and 339 edges, density 0.02]",,,,,,,,
275,network_graph,0.8,0.14219719705837838,0.8015162,0.1429372197309417,networked,"Network graph with 43 nodes and 73 edges, density 0.08",43.0,73.0,0.08084163898117387,3.395348837209302,True,"ADDIE Model Overview, Circular Flow Diagram, elements: Centered text 'ADDIE Model: What It Is and How to Apply It' with circular icons around it representing different stages: analysis, design, development, implementation, and evaluation, each within colored circles.","ADDIE Model Overview, Circular Flow Diagram, elements: Centered text 'ADDIE Model: What It Is and How to Apply It' with circular icons around it representing different stages: analysis, design, development, implementation, and evaluation, each within colored circles. [Visual Analysis: Network graph with 43 nodes and 73 edges, density 0.08]",,,,,,,,
276,network_graph,0.8,0.28533050027341356,0.44606572,0.14400921658986177,networked,"Network graph with 108 nodes and 173 edges, density 0.03",108.0,173.0,0.029941156109380408,3.2037037037037037,True,"Communication Models, Network Diagram, elements: Central node labeled 'communication models' with arrows pointing to eight surrounding nodes, each containing a different model of communication: Aristotle's Model, Lasswell's Model, Shannon-Weaver Model, S-M-C-R Model, Osgood-Schramm Model, Westley and Maclean Model, and Dance's Helical Model.","Communication Models, Network Diagram, elements: Central node labeled 'communication models' with arrows pointing to eight surrounding nodes, each containing a different model of communication: Aristotle's Model, Lasswell's Model, Shannon-Weaver Model, S-M-C-R Model, Osgood-Schramm Model, Westley and Maclean Model, and Dance's Helical Model. [Visual Analysis: Network graph with 108 nodes and 173 edges, density 0.03]",,,,,,,,
277,network_graph,0.8,0.17176553895018049,0.25227475,0.10055205047318612,networked,"Network graph with 47 nodes and 121 edges, density 0.11",47.0,121.0,0.11193339500462535,5.148936170212766,True,"Ishikawa Diagram, Fishbone Diagram, elements: Central line labeled 'Problem' with branches for 'Machine,' 'Material,' 'Manpower,' 'Medium,' and 'Method'; surrounding text includes 'Engage the Team,' 'Be iterative and innovative,' 'Consult experts,' 'Analyse data,' 'Go beyond 5M: 6M, 7M,' and 'Manage Ishikawa as a project.'","Ishikawa Diagram, Fishbone Diagram, elements: Central line labeled 'Problem' with branches for 'Machine,' 'Material,' 'Manpower,' 'Medium,' and 'Method'; surrounding text includes 'Engage the Team,' 'Be iterative and innovative,' 'Consult experts,' 'Analyse data,' 'Go beyond 5M: 6M, 7M,' and 'Manage Ishikawa as a project.' [Visual Analysis: Network graph with 47 nodes and 121 edges, density 0.11]",,,,,,,,
278,network_graph,0.8,0.29543842714576307,0.56911993,0.176,networked,"Network graph with 141 nodes and 275 edges, density 0.03",141.0,275.0,0.027862208713272545,3.900709219858156,True,"Two Factor Theory of Motivation, Comparison Chart, elements: Two columns titled 'Motivators' and 'Hygiene Factors', with bullet points listing factors under each category. Motivators include achievement, recognition, the work itself, responsibility, advancement, and growth. Hygiene factors include company policies, supervision, relationships, work conditions, remuneration, salary, and security.","Two Factor Theory of Motivation, Comparison Chart, elements: Two columns titled 'Motivators' and 'Hygiene Factors', with bullet points listing factors under each category. Motivators include achievement, recognition, the work itself, responsibility, advancement, and growth. Hygiene factors include company policies, supervision, relationships, work conditions, remuneration, salary, and security. [Visual Analysis: Network graph with 141 nodes and 275 edges, density 0.03]",,,,,,,,
279,network_graph,0.8,0.2112008441065022,0.48289528,0.15625,networked,"Network graph with 76 nodes and 153 edges, density 0.05",76.0,153.0,0.05368421052631579,4.026315789473684,True,"Risk Assessment Matrix, Grid, elements: Grid structure with risks categorized by Likelihood (0-25%, 26-50%, 51-75%, 76-100%) and Impact (Minor, Moderate, Major, Critical), containing numeric values representing risk counts.","Risk Assessment Matrix, Grid, elements: Grid structure with risks categorized by Likelihood (0-25%, 26-50%, 51-75%, 76-100%) and Impact (Minor, Moderate, Major, Critical), containing numeric values representing risk counts. [Visual Analysis: Network graph with 76 nodes and 153 edges, density 0.05]",,,,,,,,
280,network_graph,0.8,0.49038781295424644,0.4700339,0.11961722488038279,networked,"Network graph with 210 nodes and 490 edges, density 0.02",210.0,490.0,0.022328548644338118,4.666666666666667,True,"Vygotsky's Cognitive Development Theory, Mind Map, elements: Central idea represented as a light bulb, with three branching elements labeled: Social Interaction, Zone of Proximal Development (ZPD), and Scaffolding, each containing descriptive text.","Vygotsky's Cognitive Development Theory, Mind Map, elements: Central idea represented as a light bulb, with three branching elements labeled: Social Interaction, Zone of Proximal Development (ZPD), and Scaffolding, each containing descriptive text. [Visual Analysis: Network graph with 210 nodes and 490 edges, density 0.02]",,,,,,,,
281,network_graph,0.8,0.22992093219724374,0.5362397,0.018781302170283808,networked,"Network graph with 179 nodes and 263 edges, density 0.02",179.0,263.0,0.016508693741761345,2.9385474860335195,True,"Zone of Proximal Development, Venn Diagram, elements: Three overlapping circles labeled: 'Out of reach,' 'Zone of Proximal Development' (highlighted), and 'Current Understanding,' with a note about learning through scaffolding.","Zone of Proximal Development, Venn Diagram, elements: Three overlapping circles labeled: 'Out of reach,' 'Zone of Proximal Development' (highlighted), and 'Current Understanding,' with a note about learning through scaffolding. [Visual Analysis: Network graph with 179 nodes and 263 edges, density 0.02]",,,,,,,,
282,network_graph,0.8,0.37832200192346205,0.7407762,0.09717314487632508,networked,"Network graph with 290 nodes and 452 edges, density 0.01",290.0,452.0,0.010786302350554826,3.117241379310345,True,"Multi-Modal Learning Styles, Circular Diagram, elements: Circle divided into four quadrants: 'Visual', 'Aural', 'Read/Write', and 'Kinesthetic', with descriptions for each style in the corners and 'Multi-Modal' at the center.","Multi-Modal Learning Styles, Circular Diagram, elements: Circle divided into four quadrants: 'Visual', 'Aural', 'Read/Write', and 'Kinesthetic', with descriptions for each style in the corners and 'Multi-Modal' at the center. [Visual Analysis: Network graph with 290 nodes and 452 edges, density 0.01]",,,,,,,,
283,network_graph,0.8,0.48113279159940303,0.63399255,0.22328881469115192,networked,"Network graph with 293 nodes and 398 edges, density 0.01",293.0,398.0,0.009303847772219365,2.7167235494880546,True,"Universal Design for Learning: 3 Principles, Grid Diagram, elements: Three columns labeled Engagement, Representation, and Action & Expression; each column has a relevant description of principles aimed at enhancing learning.","Universal Design for Learning: 3 Principles, Grid Diagram, elements: Three columns labeled Engagement, Representation, and Action & Expression; each column has a relevant description of principles aimed at enhancing learning. [Visual Analysis: Network graph with 293 nodes and 398 edges, density 0.01]",,,,,,,,
284,pie_chart,0.9,0.21486641186197153,0.18273596,0.10362694300518134,radial,"Pie chart with 18 segments, unlabeled",,,,,,"GINI Coefficient, Lorenz Curve, elements: Graph with a blue Lorenz Curve representing income distribution, green line indicating perfect equality, labeled axes showing cumulative population and cumulative share of income earned from 0% to 100%.","GINI Coefficient, Lorenz Curve, elements: Graph with a blue Lorenz Curve representing income distribution, green line indicating perfect equality, labeled axes showing cumulative population and cumulative share of income earned from 0% to 100%. [Visual Analysis: Pie chart with 18 segments, unlabeled]",18.0,False,True,False,,,,
285,network_graph,0.8,0.48738165286739477,0.88832015,0.7645631067961165,networked,"Network graph with 333 nodes and 409 edges, density 0.01",333.0,409.0,0.007398965230290532,2.4564564564564564,True,"Root Cause Analysis (RCA), Flowchart, elements: A tree-like structure with a trunk labeled 'RCA' and roots representing steps: Step 1 (Identify the Problem), Step 2 (Select Team), Step 3 (Collect Data), Step 4 (Identify Possible Factors), Step 5 (Identify Root Cause(s)), Step 6 (Define and Implement an Action Plan), Step 7 (Monitor and Assess Results). Each step is contained within colored circles.","Root Cause Analysis (RCA), Flowchart, elements: A tree-like structure with a trunk labeled 'RCA' and roots representing steps: Step 1 (Identify the Problem), Step 2 (Select Team), Step 3 (Collect Data), Step 4 (Identify Possible Factors), Step 5 (Identify Root Cause(s)), Step 6 (Define and Implement an Action Plan), Step 7 (Monitor and Assess Results). Each step is contained within colored circles. [Visual Analysis: Network graph with 333 nodes and 409 edges, density 0.01]",,,,,,,,
286,network_graph,0.8,0.2130440247800857,0.40571675,0.10657514450867052,networked,"Network graph with 46 nodes and 53 edges, density 0.05",46.0,53.0,0.051207729468599035,2.3043478260869565,True,"Maslow's Hierarchy of Needs, Pyramid Diagram, elements: Vertical pyramid divided into five color-coded layers: aesthetic, cognitive, esteem, belonging and love, safety, and physiological, with physiological at the base and aesthetic at the top.","Maslow's Hierarchy of Needs, Pyramid Diagram, elements: Vertical pyramid divided into five color-coded layers: aesthetic, cognitive, esteem, belonging and love, safety, and physiological, with physiological at the base and aesthetic at the top. [Visual Analysis: Network graph with 46 nodes and 53 edges, density 0.05]",,,,,,,,
287,network_graph,0.8,0.1348205522992475,0.11399031,0.1203125,networked,"Network graph with 66 nodes and 176 edges, density 0.08",66.0,176.0,0.08205128205128205,5.333333333333333,True,"Reflective Learning Cycle, Circular Flow Diagram, elements: Four stages arranged in a circular pattern: Experience (Act/Do), Notice and Observe (Reflect), Understand (Conclude), and Test Conclusions (Apply), with arrows indicating the flow between stages.","Reflective Learning Cycle, Circular Flow Diagram, elements: Four stages arranged in a circular pattern: Experience (Act/Do), Notice and Observe (Reflect), Understand (Conclude), and Test Conclusions (Apply), with arrows indicating the flow between stages. [Visual Analysis: Network graph with 66 nodes and 176 edges, density 0.08]",,,,,,,,
288,pie_chart,0.9,0.5130835554468501,0.8721504,0.27901785714285715,radial,"Pie chart with 18 segments, labeled",,,,,,"Socio-Cultural Theory of Vygotsky, Flow Chart, elements: Four numbered points with icons illustrating key concepts: 1) Emphasis on social and culture, 2) Process of interinternalization through social interaction, 3) Interdependence of social and individual development, 4) Learning as a collaborative process.","Socio-Cultural Theory of Vygotsky, Flow Chart, elements: Four numbered points with icons illustrating key concepts: 1) Emphasis on social and culture, 2) Process of interinternalization through social interaction, 3) Interdependence of social and individual development, 4) Learning as a collaborative process. [Visual Analysis: Pie chart with 18 segments, labeled]",18.0,True,True,True,,,,
289,network_graph,0.8,0.26729173521776983,0.4597237,0.11946902654867257,networked,"Network graph with 115 nodes and 173 edges, density 0.03",115.0,173.0,0.02639206712433257,3.008695652173913,True,"Organizational Framework, Network Diagram, elements: Eight ovals representing key components: Strategy, Skills, Staff, Structure, Systems, Styles, and Shared Values, each with a brief descriptor, connected to a central theme of organization.","Organizational Framework, Network Diagram, elements: Eight ovals representing key components: Strategy, Skills, Staff, Structure, Systems, Styles, and Shared Values, each with a brief descriptor, connected to a central theme of organization. [Visual Analysis: Network graph with 115 nodes and 173 edges, density 0.03]",,,,,,,,
290,network_graph,0.8,0.20639084523152862,0.1820619,0.0,networked,"Network graph with 71 nodes and 191 edges, density 0.08",71.0,191.0,0.07686116700201208,5.380281690140845,True,"Experiential Learning Cycle, Circular Flow Diagram, elements: Circular layout with four main stages: 'Concrete Experience', 'Reflective Observation', 'Abstract Conceptualisation', and 'Active Experimentation', connected by arrows. Each stage includes descriptive icons and labels.","Experiential Learning Cycle, Circular Flow Diagram, elements: Circular layout with four main stages: 'Concrete Experience', 'Reflective Observation', 'Abstract Conceptualisation', and 'Active Experimentation', connected by arrows. Each stage includes descriptive icons and labels. [Visual Analysis: Network graph with 71 nodes and 191 edges, density 0.08]",,,,,,,,
291,network_graph,0.8,0.22785140927694753,0.30076268,0.07036423841059603,networked,"Network graph with 128 nodes and 165 edges, density 0.02",128.0,165.0,0.0203001968503937,2.578125,True,"McKinsey 7-S Framework, Circular Diagram, elements: Central purple circle labeled 'Shared Values' surrounded by six orange and purple circles labeled: 'Strategy', 'Structure', 'Systems', 'Skills', 'Style', and 'Staff'. Arrows indicating connections between elements.","McKinsey 7-S Framework, Circular Diagram, elements: Central purple circle labeled 'Shared Values' surrounded by six orange and purple circles labeled: 'Strategy', 'Structure', 'Systems', 'Skills', 'Style', and 'Staff'. Arrows indicating connections between elements. [Visual Analysis: Network graph with 128 nodes and 165 edges, density 0.02]",,,,,,,,
292,pie_chart,0.9,0.36227399514265274,0.35323548,1.0,radial,"Pie chart with 18 segments, labeled",,,,,,"Comparison of Traditional vs Constructivist Classroom Features, Table, elements: Two-column table with features such as Objective, Working Style, Decision-Making, Assessments, and Study Material compared between Traditional and Constructivist classrooms.","Comparison of Traditional vs Constructivist Classroom Features, Table, elements: Two-column table with features such as Objective, Working Style, Decision-Making, Assessments, and Study Material compared between Traditional and Constructivist classrooms. [Visual Analysis: Pie chart with 18 segments, labeled]",18.0,True,True,True,,,,
